כותרת,תנועה,מנה,"ס""ת",ח-ן נגדי,מפתח חשבון,ספק תקין ,שם חשבון נגדי,ת.אסמכ,ת.ערך,תאריך 3,אסמ',אסמ'2,פרטים,תמחיר,חובה / זכות (שקל),מפתח חשבון,שם חשבון,קוד מיון,שם קוד מיון
814967,1768120,1097,,37999,37099,"ד.מ פוסט בע""מ",ספקים לשלם +לקבל חשבונית,18/05/2025,18/05/2025,25/05/2025,0,70498,ד.מ ריטיינר 04.2025,,15000,80032,הוצאות רטיינרים שיווק,805,שיווק
810045,1756053,9997,,37126,37099,"ד.מ פוסט בע""מ",הוצאות הפקה,31/01/2025,31/01/2025,09/04/2025,40595,0,"ד.מ פוסט  שת""פניצן גפן",,120,50019,"הוצאות שת""פ",805,שיווק
810046,1756054,9997,,37126,37099,"ד.מ פוסט בע""מ",הוצאות הפקה,02/02/2025,02/02/2025,09/04/2025,40609,0,"ד.מ פוסט  שת""פ 02.25 ניצן גפן",,5900,50019,"הוצאות שת""פ",805,שיווק
814889,1767993,9997,,37126,37099,"ד.מ פוסט בע""מ",הוצאות הפקה,18/03/2025,18/03/2025,09/04/2025,40682,0,ד.מ פוסט  עמלת רווח ניצן בריף 01-03.25,,2271.91,50019,"הוצאות שת""פ",805,שיווק
810051,1756065,9997,,37126,37099,"ד.מ פוסט בע""מ",הוצאות הפקה,26/03/2025,26/03/2025,09/04/2025,40696,0,"ד.מ פוסט שת""פ בריף תשל' 1",,6500,50019,"הוצאות שת""פ",805,שיווק
810052,1756066,9997,,37126,37099,"ד.מ פוסט בע""מ",הוצאות הפקה,26/03/2025,26/03/2025,09/04/2025,40697,0,"ד.מ פוסט שת""פ בריף תשל' 2",,6500,50019,"הוצאות שת""פ",805,שיווק
809614,1755118,1075,,37999,37099,"ד.מ פוסט בע""מ",ספקים לשלם +לקבל חשבונית,31/01/2025,31/01/2025,09/04/2025,40595,0,"ד.מ פוסט  שת""פניצן גפן",,-120,50019,"הוצאות שת""פ",805,שיווק
809616,1755122,1075,,37999,37099,"ד.מ פוסט בע""מ",ספקים לשלם +לקבל חשבונית,02/02/2025,02/02/2025,09/04/2025,40609,0,"ד.מ פוסט  שת""פ 02.25 ניצן גפן",,-5900,50019,"הוצאות שת""פ",805,שיווק
809619,1755128,1075,,37999,37099,"ד.מ פוסט בע""מ",ספקים לשלם +לקבל חשבונית,18/03/2025,18/03/2025,09/04/2025,40682,0,ד.מ פוסט  עמלת רווח ניצן בריף,,-2271.91,50019,"הוצאות שת""פ",805,שיווק
809617,1755124,1075,,37999,37099,"ד.מ פוסט בע""מ",ספקים לשלם +לקבל חשבונית,26/03/2025,26/03/2025,09/04/2025,40696,0,"ד.מ פוסט שת""פ בריף תשל' 1",,-6500,50019,"הוצאות שת""פ",805,שיווק
809618,1755126,1075,,37999,37099,"ד.מ פוסט בע""מ",ספקים לשלם +לקבל חשבונית,26/03/2025,26/03/2025,09/04/2025,40697,0,"ד.מ פוסט שת""פ בריף תשל' 2",,-6500,50019,"הוצאות שת""פ",805,שיווק
815454,1769191,9997,,80032,37099,"ד.מ פוסט בע""מ",הוצאות רטיינרים שיווק,31/01/2025,31/01/2025,28/05/2025,0,0,ד.מ 01.25 בריף,,-5900,37126,הוצאות הפקה,805,שיווק
810045,1756055,9997,,50019,37099,"ד.מ פוסט בע""מ","הוצאות שת""פ",31/01/2025,31/01/2025,09/04/2025,40595,0,"ד.מ פוסט  שת""פניצן גפן",,-120,37126,הוצאות הפקה,805,שיווק
810046,1756056,9997,,50019,37099,"ד.מ פוסט בע""מ","הוצאות שת""פ",02/02/2025,02/02/2025,09/04/2025,40609,0,"ד.מ פוסט  שת""פ 02.25 ניצן גפן",,-5900,37126,הוצאות הפקה,805,שיווק
814889,1767994,9997,,50019,37099,"ד.מ פוסט בע""מ","הוצאות שת""פ",18/03/2025,18/03/2025,09/04/2025,40682,0,ד.מ פוסט  עמלת רווח ניצן בריף 01-03.25,,-2271.91,37126,הוצאות הפקה,805,שיווק
810051,1756067,9997,,50019,37099,"ד.מ פוסט בע""מ","הוצאות שת""פ",26/03/2025,26/03/2025,09/04/2025,40696,0,"ד.מ פוסט שת""פ בריף תשל' 1",,-6500,37126,הוצאות הפקה,805,שיווק
810052,1756068,9997,,50019,37099,"ד.מ פוסט בע""מ","הוצאות שת""פ",26/03/2025,26/03/2025,09/04/2025,40697,0,"ד.מ פוסט שת""פ בריף תשל' 2",,-6500,37126,הוצאות הפקה,805,שיווק
815452,1769187,9997,,55004,37099,"ד.מ פוסט בע""מ","הוצאות עמלות מכירה  ביי מי, וויסל",30/04/2025,30/04/2025,30/04/2025,0,15092,עמלות ממכירה 04/25 בקמפיין ModiBodi,,-1739.83,37126,הוצאות הפקה,805,שיווק
810043,1756049,9997,,37999,37099,"ד.מ פוסט בע""מ",ספקים לשלם +לקבל חשבונית,17/03/2025,17/03/2025,09/04/2025,40595,0,"ד.מ פוסט  שת""פניצן גפן",,120,37126,הוצאות הפקה,805,שיווק
810044,1756050,9997,,37999,37099,"ד.מ פוסט בע""מ",ספקים לשלם +לקבל חשבונית,17/03/2025,17/03/2025,09/04/2025,40609,0,"ד.מ פוסט  שת""פ 02.25 ניצן גפן",,5900,37126,הוצאות הפקה,805,שיווק
810050,1756064,1089,,37999,37099,"ד.מ פוסט בע""מ",ספקים לשלם +לקבל חשבונית,08/04/2025,08/04/2025,28/04/2025,0,70459,ד.מ  תשל 1,,6500,37126,הוצאות הפקה,805,שיווק
814890,1767995,1096,,37999,37099,"ד.מ פוסט בע""מ",ספקים לשלם +לקבל חשבונית,15/04/2025,15/04/2025,14/05/2025,0,70465,ד.מ עמלות רווח 01-03.25 ניצן,,-2271.91,37126,הוצאות הפקה,805,שיווק
815266,1768849,9997,,37999,37099,"ד.מ פוסט בע""מ",ספקים לשלם +לקבל חשבונית,15/04/2025,15/04/2025,09/04/2025,40682,0,ד.מ פוסט  עמלת רווח ניצן בריף,,2271.91,37126,הוצאות הפקה,805,שיווק
815267,1768851,9997,,37999,37099,"ד.מ פוסט בע""מ",ספקים לשלם +לקבל חשבונית,15/04/2025,15/04/2025,14/05/2025,0,70465,ד.מ עמלות רווח 01-03.25 ניצן,,2271.91,37126,הוצאות הפקה,805,שיווק
815487,1769235,1131,,37999,37099,"ד.מ פוסט בע""מ",ספקים לשלם +לקבל חשבונית,30/04/2025,31/05/2025,15/06/2025,41824,0,מיכל אוליברו - בסיס - אפריל,,-7000,37126,הוצאות הפקה,805,שיווק
815488,1769237,1131,,37999,37099,"ד.מ פוסט בע""מ",ספקים לשלם +לקבל חשבונית,30/04/2025,31/05/2025,15/06/2025,41824,0,מיכל אוליברו - עמלות- אפריל,,-305,37126,הוצאות הפקה,805,שיווק
815481,1769223,1131,,37999,37099,"ד.מ פוסט בע""מ",ספקים לשלם +לקבל חשבונית,30/04/2025,30/04/2025,15/06/2025,90015,0,שירנקה- סושיאל 04.25,,-8000,37126,הוצאות הפקה,805,שיווק
815482,1769225,1131,,37999,37099,"ד.מ פוסט בע""מ",ספקים לשלם +לקבל חשבונית,30/04/2025,30/04/2025,15/06/2025,90015,0,שירנקה- עמלות 04.25,,-4238.78,37126,הוצאות הפקה,805,שיווק
814883,1767981,1096,,37999,37099,"ד.מ פוסט בע""מ",ספקים לשלם +לקבל חשבונית,30/04/2025,30/04/2025,14/05/2025,0,70478,"ד.מ בגיןד.מ פוסט שת""פ בריף תשל' 2",,6500,37126,הוצאות הפקה,805,שיווק
814906,1768017,1097,,37999,37099,"ד.מ פוסט בע""מ",ספקים לשלם +לקבל חשבונית,07/05/2025,30/06/2025,14/05/2025,0,40752,ד.מ- הפקת תשדיר TVד.מ- +רדיו,,-5750,37126,הוצאות הפקה,805,שיווק
815452,1769186,9997,,37126,30345,"וויסל סחר בע""מ",הוצאות הפקה,30/04/2025,30/04/2025,30/04/2025,0,15092,עמלות ממכירה 04/25 בקמפיין ModiBodi,,1739.83,55004,"הוצאות עמלות מכירה  ביי מי, וויסל",801,מכירות
815479,1769219,1131,,37999,37093,ח.ח.ח טכנולוגיות בעמ (מיכל אוליברו),ספקים לשלם +לקבל חשבונית,31/03/2025,31/05/2025,15/06/2025,41775,0,03.25-מיכל אוליברו,,-7000,37126,הוצאות הפקה,805,שיווק
815480,1769221,1131,,37999,37093,ח.ח.ח טכנולוגיות בעמ (מיכל אוליברו),ספקים לשלם +לקבל חשבונית,31/03/2025,31/05/2025,15/06/2025,41775,0,03.25-מיכל אוליברו- עמלות,,-137.3,37126,הוצאות הפקה,805,שיווק
815489,1769239,1131,,37999,37093,ח.ח.ח טכנולוגיות בעמ (מיכל אוליברו),ספקים לשלם +לקבל חשבונית,31/05/2025,31/05/2025,15/06/2025,41859,0,מיכל אוליברו - עמלות- מאי,,-1521,37126,הוצאות הפקה,805,שיווק
815490,1769241,1131,,37999,37093,ח.ח.ח טכנולוגיות בעמ (מיכל אוליברו),ספקים לשלם +לקבל חשבונית,31/05/2025,31/05/2025,15/06/2025,41859,0,מיכל אוליברו - בסיס-מאי,,-7000,37126,הוצאות הפקה,805,שיווק
815313,1768929,9997,,37126,30799,טרסוב סטאר בעמ,הוצאות הפקה,15/01/2025,15/01/2025,19/02/2025,0,61478,טרסוב סטאר בעמ,,15000,50011,הוצאות פרסום ושיווק,805,שיווק
815313,1768930,9997,,50011,30799,טרסוב סטאר בעמ,הוצאות פרסום ושיווק,15/01/2025,15/01/2025,19/02/2025,0,61478,טרסוב סטאר בעמ,,-15000,37126,הוצאות הפקה,805,שיווק
810041,1756043,9997,,37999,37015,יובל רשף,ספקים לשלם +לקבל חשבונית,23/04/2025,23/04/2025,23/04/2025,7007,0,יובל רשף 02.25,,414,50019,"הוצאות שת""פ",805,שיווק
809612,1755114,1075,,37999,37015,יובל רשף,ספקים לשלם +לקבל חשבונית,26/02/2025,26/02/2025,09/04/2025,7007,0,יובל רשף 02.25,,-414,50011,הוצאות פרסום ושיווק,805,שיווק
815276,1768867,9997,,50003,37014,"יעקבס גבינות ולחמים בע""מ",הוצאות כיבודים,06/01/2025,06/01/2025,06/01/2025,0,20214813,"יעקבס גבינות ולחמים בע""מ 01/25",,205.5,80022,הוצאות ארוחות לעובדים,801,מכירות
815276,1768868,9997,,80022,37014,"יעקבס גבינות ולחמים בע""מ",הוצאות ארוחות לעובדים,06/01/2025,06/01/2025,06/01/2025,0,20214813,"יעקבס גבינות ולחמים בע""מ 01/25",,-205.5,50003,הוצאות כיבודים,802,משרד
815283,1768875,9997,,50004,20011,כביש 6,הוצאות נסיעות מחלקת סיטונאות,20/01/2025,20/01/2025,20/01/2025,160251383,,דרך ארץ הוראת קבע,,140.08,80100,הוצאות ליסינג רכב דרור,801,מכירות
815284,1768876,9997,,50004,20011,כביש 6,הוצאות נסיעות מחלקת סיטונאות,20/03/2025,20/03/2025,23/04/2025,150451383,0,דרך ארץ הוראת קבע,,68.69,80100,הוצאות ליסינג רכב דרור,801,מכירות
815285,1768877,9997,,50004,20011,כביש 6,הוצאות נסיעות מחלקת סיטונאות,21/04/2025,21/04/2025,25/05/2025,150551383,0,דרך ארץ הוראת קבע,,82.49,80100,הוצאות ליסינג רכב דרור,801,מכירות
815283,1768887,9997,,80100,20011,כביש 6,הוצאות ליסינג רכב דרור,20/01/2025,20/01/2025,20/01/2025,160251383,,דרך ארץ הוראת קבע,,-140.08,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
815284,1768888,9997,,80100,20011,כביש 6,הוצאות ליסינג רכב דרור,20/03/2025,20/03/2025,23/04/2025,150451383,0,דרך ארץ הוראת קבע,,-68.69,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
815285,1768889,9997,,80100,20011,כביש 6,הוצאות ליסינג רכב דרור,21/04/2025,21/04/2025,25/05/2025,150551383,0,דרך ארץ הוראת קבע,,-82.49,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
809846,1755655,1082,,37999,30787,"להב פיתוח מנהלים בע""מ",ספקים לשלם +לקבל חשבונית,01/03/2025,01/03/2025,23/04/2025,0,0,להב הכשרת מנהלים,,-6400,80019,הוצאות השתלמויות וקורסים,802,משרד
809847,1755657,1082,,37999,37013,"לובה שרגא בע""מ",ספקים לשלם +לקבל חשבונית,01/02/2025,01/02/2025,23/04/2025,0,0,לובה שרגא,,-4595.07,50019,"הוצאות שת""פ",805,שיווק
814886,1767986,1096,,37999,37149,לורן מיריאל שטרן,ספקים לשלם +לקבל חשבונית,30/03/2025,30/03/2025,14/05/2025,0,,מיריאל 03.25,,-399,50011,הוצאות פרסום ושיווק,805,שיווק
814887,1767989,1096,,37999,37149,לורן מיריאל שטרן,ספקים לשלם +לקבל חשבונית,20/04/2025,20/04/2025,14/05/2025,0,40078,מיריאל 03.25,,399,50011,הוצאות פרסום ושיווק,805,שיווק
815315,1768933,9997,,37126,37149,לורן מיריאל שטרן,הוצאות הפקה,18/03/2025,18/03/2025,18/03/2025,0,40074,קמפיין אינסטגרם לורן שטרן,,2500,50011,הוצאות פרסום ושיווק,805,שיווק
815315,1768934,9997,,50011,37149,לורן מיריאל שטרן,הוצאות פרסום ושיווק,18/03/2025,18/03/2025,18/03/2025,0,40074,קמפיין אינסטגרם לורן שטרן,,-2500,37126,הוצאות הפקה,805,שיווק
815296,1768899,9997,,50004,30677,ליסקאר,הוצאות נסיעות מחלקת סיטונאות,05/02/2025,05/02/2025,05/02/2025,0,21000101,מנהרות הכרמל,,55.29,81202,הוצאות נסיעות,802,משרד
806484,1747460,9997,,50005,30677,ליסקאר,הוצאות סלולר,09/01/2025,09/01/2025,19/02/2025,0,161,ליסקאר,,-100.61,80100,הוצאות ליסינג רכב דרור,801,מכירות
815278,1768870,9997,,50004,30677,ליסקאר,הוצאות נסיעות מחלקת סיטונאות,09/01/2025,09/01/2025,19/02/2025,0,161,ליסקאר,,100.61,80100,הוצאות ליסינג רכב דרור,801,מכירות
815281,1768873,9997,,50004,30677,ליסקאר,הוצאות נסיעות מחלקת סיטונאות,10/01/2025,10/01/2025,10/01/2025,22350664,,"ליסקאר רם בע""מ",,148.68,80100,הוצאות ליסינג רכב דרור,801,מכירות
815277,1768869,9997,,50004,30677,ליסקאר,הוצאות נסיעות מחלקת סיטונאות,19/01/2025,19/01/2025,19/01/2025,0,11006198,מנהרות הכרמל,,88.72,80100,הוצאות ליסינג רכב דרור,801,מכירות
815279,1768871,9997,,50004,30677,ליסקאר,הוצאות נסיעות מחלקת סיטונאות,05/03/2025,05/03/2025,05/03/2025,0,31000816,מנהרות הכרמל,,51.72,80100,הוצאות ליסינג רכב דרור,801,מכירות
815280,1768872,9997,,50004,30677,ליסקאר,הוצאות נסיעות מחלקת סיטונאות,01/04/2025,01/04/2025,01/04/2025,0,41000637,"מוקד איתור 01 / 2025,02 / 2025,03 / 2025",,133.56,80100,הוצאות ליסינג רכב דרור,801,מכירות
815282,1768874,9997,,50004,30677,ליסקאר,הוצאות נסיעות מחלקת סיטונאות,07/04/2025,07/04/2025,25/05/2025,15045845,0,סונולהחוף,,296.79,80100,הוצאות ליסינג רכב דרור,801,מכירות
815288,1768880,9997,,50004,30677,ליסקאר,הוצאות נסיעות מחלקת סיטונאות,10/04/2025,10/04/2025,23/04/2025,18643210,0,"ליסקאר רם בע""מ ליסקאר רם בע""מ",,57.57,80100,הוצאות ליסינג רכב דרור,801,מכירות
815286,1768878,9997,,50004,30677,ליסקאר,הוצאות נסיעות מחלקת סיטונאות,10/04/2025,10/04/2025,23/04/2025,22350664,0,"ליסקאר רם בע""מ ליסקאר רם בע""מ",,69.12,80100,הוצאות ליסינג רכב דרור,801,מכירות
815287,1768879,9997,,50004,30677,ליסקאר,הוצאות נסיעות מחלקת סיטונאות,10/04/2025,10/04/2025,23/04/2025,22350664,0,"ליסקאר רם בע""מ ליסקאר רם בע""מ",,57.57,80100,הוצאות ליסינג רכב דרור,801,מכירות
815272,1768859,9997,,37999,30677,ליסקאר,ספקים לשלם +לקבל חשבונית,30/04/2025,30/04/2025,14/05/2025,0,0,ליסקאר שכירות,,4798.98,80100,הוצאות ליסינג רכב דרור,801,מכירות
820429,1781290,9997,,37999,30677,ליסקאר,ספקים לשלם +לקבל חשבונית,30/04/2025,30/04/2025,14/05/2025,0,425,ליסקאר שכירות,,-4798.98,80100,הוצאות ליסינג רכב דרור,801,מכירות
814879,1767972,1096,,37999,30677,ליסקאר,ספקים לשלם +לקבל חשבונית,30/04/2025,30/04/2025,14/05/2025,0,0,ליסקאר שכירות,,-4798.98,80100,הוצאות ליסינג רכב דרור,801,מכירות
814872,1767959,1096,,37999,30677,ליסקאר,ספקים לשלם +לקבל חשבונית,05/05/2025,05/05/2025,14/05/2025,0,250510006,סולר 04.25,,1713.09,80100,הוצאות ליסינג רכב דרור,801,מכירות
814880,1767975,1096,,37999,30677,ליסקאר,ספקים לשלם +לקבל חשבונית,11/05/2025,11/05/2025,14/05/2025,0,250510019,ליסקאר שכירות,,4798.98,80100,הוצאות ליסינג רכב דרור,801,מכירות
806484,1747458,9997,,80100,30677,ליסקאר,הוצאות ליסינג רכב דרור,09/01/2025,09/01/2025,19/02/2025,0,161,ליסקאר,,100.61,50005,הוצאות סלולר,802,משרד
815278,1768882,9997,,80100,30677,ליסקאר,הוצאות ליסינג רכב דרור,09/01/2025,09/01/2025,19/02/2025,0,161,ליסקאר,,-100.61,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
815281,1768885,9997,,80100,30677,ליסקאר,הוצאות ליסינג רכב דרור,10/01/2025,10/01/2025,10/01/2025,22350664,,"ליסקאר רם בע""מ",,-148.68,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
815277,1768881,9997,,80100,30677,ליסקאר,הוצאות ליסינג רכב דרור,19/01/2025,19/01/2025,19/01/2025,0,11006198,מנהרות הכרמל,,-88.72,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
815296,1768900,9997,,81202,30677,ליסקאר,הוצאות נסיעות,05/02/2025,05/02/2025,05/02/2025,0,21000101,מנהרות הכרמל,,-55.29,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
815279,1768883,9997,,80100,30677,ליסקאר,הוצאות ליסינג רכב דרור,05/03/2025,05/03/2025,05/03/2025,0,31000816,מנהרות הכרמל,,-51.72,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
815282,1768886,9997,,80100,30677,ליסקאר,הוצאות ליסינג רכב דרור,07/04/2025,07/04/2025,25/05/2025,15045845,0,סונולהחוף,,-296.79,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
815287,1768891,9997,,80100,30677,ליסקאר,הוצאות ליסינג רכב דרור,10/04/2025,10/04/2025,23/04/2025,22350664,0,"ליסקאר רם בע""מ ליסקאר רם בע""מ",,-57.57,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
815288,1768892,9997,,80100,30677,ליסקאר,הוצאות ליסינג רכב דרור,10/04/2025,10/04/2025,23/04/2025,18643210,0,"ליסקאר רם בע""מ ליסקאר רם בע""מ",,-57.57,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
815286,1768890,9997,,80100,30677,ליסקאר,הוצאות ליסינג רכב דרור,10/04/2025,10/04/2025,23/04/2025,22350664,0,"ליסקאר רם בע""מ ליסקאר רם בע""מ",,-69.12,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
814877,1767968,1096,,37999,30677,ליסקאר,ספקים לשלם +לקבל חשבונית,30/04/2025,30/04/2025,14/05/2025,0,0,ליסקאר מנהרות,,-58.64,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
809609,1755108,1075,,37999,30782,"ליתאי ניהול שירותים בע""מ",ספקים לשלם +לקבל חשבונית,31/01/2025,31/01/2025,09/04/2025,1075,0,ליתאי רטרו ב03.25,,-2100,50009,הוצאות הנהלת חשבונות וביקורת,802,משרד
809606,1755102,1075,,37999,30783,"ליתאי ניהול שירותים בע""מ",ספקים לשלם +לקבל חשבונית,28/02/2025,28/02/2025,09/04/2025,1073,0,ליתאי 02.25,,-4500,50009,הוצאות הנהלת חשבונות וביקורת,802,משרד
809655,1755208,1075,,37999,30784,"ליתאי ניהול שירותים בע""מ",ספקים לשלם +לקבל חשבונית,19/03/2025,19/03/2025,23/04/2025,2720,0,ליתאי 02+03.25,,9000,50009,הוצאות הנהלת חשבונות וביקורת,802,משרד
809607,1755104,1075,,37999,30785,"ליתאי ניהול שירותים בע""מ",ספקים לשלם +לקבל חשבונית,31/03/2025,31/03/2025,09/04/2025,1073,0,ליתאי 03.25,,-4500,50009,הוצאות הנהלת חשבונות וביקורת,802,משרד
809608,1755106,1075,,37999,30786,"ליתאי ניהול שירותים בע""מ",ספקים לשלם +לקבל חשבונית,30/04/2025,30/04/2025,09/04/2025,1074,0,ליתאי 04.25,,-4500,50009,הוצאות הנהלת חשבונות וביקורת,802,משרד
814911,1768027,1097,,37999,30787,"ליתאי ניהול שירותים בע""מ",ספקים לשלם +לקבל חשבונית,05/05/2025,05/05/2025,14/05/2025,0,1076,ליתאי 05.25 שוטף,,-4500,50009,הוצאות הנהלת חשבונות וביקורת,802,משרד
820440,1781311,9997,,37999,30788,"ליתאי ניהול שירותים בע""מ",ספקים לשלם +לקבל חשבונית,20/05/2025,20/05/2025,09/04/2025,1074,2740,ליתאי 04.25,,4500,50009,הוצאות הנהלת חשבונות וביקורת,802,משרד
809848,1755659,1082,,37999,37119,מאיה מושל רומנו,ספקים לשלם +לקבל חשבונית,31/01/2025,31/01/2025,23/04/2025,0,0,מושל רומנו מאיה עבור:ינואר,,-10000,50019,"הוצאות שת""פ",805,שיווק
809621,1755132,1075,,37999,30785,מה משתלם בעמ,ספקים לשלם +לקבל חשבונית,31/01/2025,31/01/2025,09/04/2025,7683,0,מה משתלם 01.2025,,-15300,50019,"הוצאות שת""פ",805,שיווק
809654,1755206,1075,,37999,30785,מה משתלם בעמ,ספקים לשלם +לקבל חשבונית,15/04/2025,15/04/2025,23/04/2025,3501,0,מה משתלם 01.2025,,15300,50019,"הוצאות שת""פ",805,שיווק
809861,1755688,1083,,37999,30696,"סופר פארם בע""מ",ספקים לשלם +לקבל חשבונית,31/01/2025,31/01/2025,23/04/2025,0,0,סופרפארם מימוש מבצעי כללי ינואר ב 2025,,-18626.01,50041,הוצאות שיווק סיטונאות,804,שיווק סופרפארם
809867,1755700,1083,,37999,30696,"סופר פארם בע""מ",ספקים לשלם +לקבל חשבונית,31/01/2025,31/01/2025,23/04/2025,0,0,סופרפארם מימוש מאסטר אינסטגרם,,-8000,50041,הוצאות שיווק סיטונאות,804,שיווק סופרפארם
814985,1768155,1097,,37999,30696,"סופר פארם בע""מ",ספקים לשלם +לקבל חשבונית,31/01/2025,31/01/2025,25/05/2025,0,252091159,סופרפארם מימוש מבצעי כללי ינואר א 2025,,-10535.92,50041,הוצאות שיווק סיטונאות,804,שיווק סופרפארם
814986,1768158,1097,,37999,30696,"סופר פארם בע""מ",ספקים לשלם +לקבל חשבונית,27/02/2025,27/02/2025,25/05/2025,0,252091159,סופרפארם מימוש מבצעי כללי ינואר א 2025,,10535.92,50041,הוצאות שיווק סיטונאות,804,שיווק סופרפארם
809863,1755692,1083,,37999,30696,"סופר פארם בע""מ",ספקים לשלם +לקבל חשבונית,28/02/2025,28/02/2025,23/04/2025,0,0,סופרפארם מימוש מבצעי כללי 02.25,,-20634.76,50041,הוצאות שיווק סיטונאות,804,שיווק סופרפארם
809865,1755696,1083,,37999,30696,"סופר פארם בע""מ",ספקים לשלם +לקבל חשבונית,28/02/2025,28/02/2025,23/04/2025,0,252091441,סופרפארם מימוש מבצע פרסונל 02.25,,-782.85,50041,הוצאות שיווק סיטונאות,804,שיווק סופרפארם
815307,1768917,1105,,37999,30696,"סופר פארם בע""מ",ספקים לשלם +לקבל חשבונית,28/02/2025,28/02/2025,28/05/2025,0,0,סופרפארם פרסום בממשק עלון פברואר א כללי פברואר 2025,,-6500,50041,הוצאות שיווק סיטונאות,804,שיווק סופרפארם
809862,1755691,1083,,37999,30696,"סופר פארם בע""מ",ספקים לשלם +לקבל חשבונית,03/03/2025,03/03/2025,23/04/2025,0,252091167,סופרפארם מימוש מבצעי כללי ינואר ב 2025,,18626.01,50041,הוצאות שיווק סיטונאות,804,שיווק סופרפארם
809864,1755695,1083,,37999,30696,"סופר פארם בע""מ",ספקים לשלם +לקבל חשבונית,12/03/2025,12/03/2025,23/04/2025,0,252091412,סופרפארם מימוש מבצעי כללי 02.25,,20634.76,50041,הוצאות שיווק סיטונאות,804,שיווק סופרפארם
809868,1755703,1083,,37999,30696,"סופר פארם בע""מ",ספקים לשלם +לקבל חשבונית,13/03/2025,13/03/2025,23/04/2025,0,252091471,סופרפארם מימוש מאסטר אינסטגרם,,8000,50041,הוצאות שיווק סיטונאות,804,שיווק סופרפארם
809866,1755699,1083,,37999,30696,"סופר פארם בע""מ",ספקים לשלם +לקבל חשבונית,13/03/2025,13/03/2025,23/04/2025,0,252091441,סופרפארם  מימוש מבצע פרסונל 02.25,,782.85,50041,הוצאות שיווק סיטונאות,804,שיווק סופרפארם
810038,1756045,1089,,37999,30696,"סופר פארם בע""מ",ספקים לשלם +לקבל חשבונית,31/03/2025,31/03/2025,28/04/2025,0,0,סופרפארם מימוש מבצע כללי מרץ א 2025,,-2518.7,50041,הוצאות שיווק סיטונאות,804,שיווק סופרפארם
