כותרת,תנועה,מנה,"ס""ת",ח-ן נגדי,מפתח חשבון,ספק תקין ,שם חשבון נגדי,ת.אסמכ,ת.ערך,תאריך 3,אסמ',אסמ'2,פרטים,תמחיר,חובה / זכות (שקל),מפתח חשבון,שם חשבון,קוד מיון,שם קוד מיון
815339,1768966,9997,,50028,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות הובלה,31/01/2025,31/01/2025,31/01/2025,0,412500555,"קונטרם חייב מע""מ",,546.15,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806503,1747497,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,31/01/2025,31/01/2025,31/01/2025,0,412500555,"קונטרם חייב מע""מ",,-546.15,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806494,1747474,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,06/01/2025,06/01/2025,19/02/2025,0,369911448,Modibodi UK Ltd,,89,45003,הוצאות יבוא סחורות,800,עלות המכר
806507,1747517,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,06/01/2025,06/01/2025,19/02/2025,0,372672481,פלנט -Modibodi UK,,-89,45003,הוצאות יבוא סחורות,800,עלות המכר
806511,1747521,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,06/01/2025,06/01/2025,19/02/2025,0,369911448,Modibodi UK Ltd,,-89,45003,הוצאות יבוא סחורות,800,עלות המכר
806490,1747470,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,06/01/2025,06/01/2025,19/02/2025,0,372672481,פלנט -Modibodi UK,,89,45003,הוצאות יבוא סחורות,800,עלות המכר
806491,1747471,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,13/01/2025,13/01/2025,19/02/2025,0,139,פלנט -Modibodi UK,,1320.65,45003,הוצאות יבוא סחורות,800,עלות המכר
806508,1747518,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,13/01/2025,13/01/2025,19/02/2025,0,139,פלנט -Modibodi UK,,-1320.65,45003,הוצאות יבוא סחורות,800,עלות המכר
806509,1747519,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,13/01/2025,13/01/2025,19/02/2025,0,366417101,Modibodi UK Ltd,,-89,45003,הוצאות יבוא סחורות,800,עלות המכר
806504,1747514,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,13/01/2025,13/01/2025,19/02/2025,,139,פלנט -Modibodi UK,,-2637.51,45003,הוצאות יבוא סחורות,800,עלות המכר
806506,1747516,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,13/01/2025,13/01/2025,19/02/2025,140,369911448,Modibodi UK Ltd,,-8085.12,45003,הוצאות יבוא סחורות,800,עלות המכר
806495,1747475,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,13/01/2025,13/01/2025,19/02/2025,140,369911448,Modibodi UK Ltd,,2177.94,45003,הוצאות יבוא סחורות,800,עלות המכר
806492,1747472,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,13/01/2025,13/01/2025,19/02/2025,0,366417101,Modibodi UK Ltd,,89,45003,הוצאות יבוא סחורות,800,עלות המכר
806512,1747522,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,13/01/2025,13/01/2025,19/02/2025,140,369911448,Modibodi UK Ltd,,-2177.94,45003,הוצאות יבוא סחורות,800,עלות המכר
806510,1747520,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,19/01/2025,19/01/2025,19/02/2025,244,366417101,Modibodi UK Ltd,,-3519.72,45003,הוצאות יבוא סחורות,800,עלות המכר
806519,1747529,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,19/01/2025,19/01/2025,23/02/2025,0,236,"פלאנט שילוח ולוגיסטיקה בע""מ",,-1107.52,45003,הוצאות יבוא סחורות,800,עלות המכר
806493,1747473,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,19/01/2025,19/01/2025,19/02/2025,244,366417101,Modibodi UK Ltd,,3519.72,45003,הוצאות יבוא סחורות,800,עלות המכר
806505,1747515,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,19/01/2025,19/01/2025,19/02/2025,244,366417101,Modibodi UK Ltd,,-17326.02,45003,הוצאות יבוא סחורות,800,עלות המכר
806502,1747482,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,19/01/2025,19/01/2025,23/02/2025,0,236,"פלאנט שילוח ולוגיסטיקה בע""מ",,1107.52,45003,הוצאות יבוא סחורות,800,עלות המכר
806294,1747073,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,19/01/2025,19/01/2025,23/02/2025,0,236,"פלאנט שילוח ולוגיסטיקה בע""מ",,-1107.52,45003,הוצאות יבוא סחורות,800,עלות המכר
806503,1747483,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,31/01/2025,31/01/2025,31/01/2025,0,412500555,"קונטרם חייב מע""מ",,546.15,45003,הוצאות יבוא סחורות,800,עלות המכר
806497,1747477,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,05/02/2025,05/02/2025,23/03/2025,0,372675678,פלאנט רשומון 18.02.25,,89,45003,הוצאות יבוא סחורות,800,עלות המכר
806514,1747524,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,05/02/2025,05/02/2025,23/03/2025,0,372675678,פלאנט רשומון 18.02.25,,-89,45003,הוצאות יבוא סחורות,800,עלות המכר
806513,1747523,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,18/02/2025,18/02/2025,23/03/2025,372675678,412500807,פלאנט הוצ' 18.02.25,,-16401.8,45003,הוצאות יבוא סחורות,800,עלות המכר
806496,1747476,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,18/02/2025,18/02/2025,23/03/2025,372675678,412500807,פלאנט הוצ' 18.02.25,,16401.8,45003,הוצאות יבוא סחורות,800,עלות המכר
806499,1747479,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,17/03/2025,17/03/2025,23/03/2025,0,376648918,פלאנט רשומון 20.03.25,,89,45003,הוצאות יבוא סחורות,800,עלות המכר
806500,1747480,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,17/03/2025,17/03/2025,23/03/2025,375706827,375706827,פלאנט רשומון 20.03.25,,89,45003,הוצאות יבוא סחורות,800,עלות המכר
806516,1747526,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,17/03/2025,17/03/2025,23/03/2025,0,376648918,פלאנט רשומון 20.03.25,,-89,45003,הוצאות יבוא סחורות,800,עלות המכר
806517,1747527,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,17/03/2025,17/03/2025,23/03/2025,375706827,375706827,פלאנט רשומון 20.03.25,,-89,45003,הוצאות יבוא סחורות,800,עלות המכר
806515,1747525,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,20/03/2025,20/03/2025,23/03/2025,376648918,412501465,פלאנט הוצ' 20.03.25,,-5646.93,45003,הוצאות יבוא סחורות,800,עלות המכר
806518,1747528,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,20/03/2025,20/03/2025,23/03/2025,375706827,412501466,פלאנט הוצ' 20.03.25,,-15551.99,45003,הוצאות יבוא סחורות,800,עלות המכר
806501,1747481,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,20/03/2025,20/03/2025,23/03/2025,375706827,412501466,פלאנט הוצ' 20.03.25,,15551.99,45003,הוצאות יבוא סחורות,800,עלות המכר
806498,1747478,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,20/03/2025,20/03/2025,23/03/2025,376648918,412501465,פלאנט הוצ' 20.03.25,,5646.93,45003,הוצאות יבוא סחורות,800,עלות המכר
814988,1768162,1097,,37999,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",ספקים לשלם +לקבל חשבונית,28/02/2025,28/02/2025,25/05/2025,0,412502187,פלאנט הוצ' שילוח עבור 6493-02.2025,,-15073.06,45003,הוצאות יבוא סחורות,800,עלות המכר
814888,1767990,1096,,37999,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",ספקים לשלם +לקבל חשבונית,16/04/2025,16/04/2025,14/05/2025,0,390418037,רשומון DHL,,-89,45003,הוצאות יבוא סחורות,800,עלות המכר
815263,1768843,9997,,37999,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",ספקים לשלם +לקבל חשבונית,16/04/2025,16/04/2025,14/05/2025,0,390418037,רשומון DHL,,3083,45003,הוצאות יבוא סחורות,800,עלות המכר
814989,1768165,1097,,37999,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",ספקים לשלם +לקבל חשבונית,24/04/2025,24/04/2025,25/05/2025,0,412502187,פלאנט הוצ' שילוח עבור 6493-02.2025,,15073.06,45003,הוצאות יבוא סחורות,800,עלות המכר
815599,1769471,9997,,80041,30789,"פזמ שיווק ופרסום בע""מ",הוצאות שירותי תוכנה לוגיסטיקה,31/01/2025,31/01/2025,09/04/2025,1001,0,פלנר פרו 01.25,,3080,80032,הוצאות רטיינרים שיווק,805,שיווק
809603,1755096,1075,,37999,30789,"פזמ שיווק ופרסום בע""מ",ספקים לשלם +לקבל חשבונית,31/01/2025,31/01/2025,09/04/2025,1001,0,פלנר פרו 01.25,,-3080,80032,הוצאות רטיינרים שיווק,805,שיווק
809876,1755714,9997,,50004,20010,פנגו,הוצאות נסיעות מחלקת סיטונאות,19/01/2025,19/01/2025,19/02/2025,0,87623,פנגו,,411.41,50042,הוצאות חניה,802,משרד
809877,1755716,9997,,50004,20010,פנגו,הוצאות נסיעות מחלקת סיטונאות,29/01/2025,29/01/2025,29/01/2025,160251383,14,פנגו-חניונים,,69.64,50042,הוצאות חניה,802,משרד
809880,1755722,9997,,50004,20010,פנגו,הוצאות נסיעות מחלקת סיטונאות,19/02/2025,19/02/2025,23/04/2025,0,0,חניה,,677.68,50042,הוצאות חניה,802,משרד
809879,1755720,9997,,50041,20010,פנגו,הוצאות שיווק סיטונאות,27/02/2025,27/02/2025,27/02/2025,0,177110586,פנגו 02/25,,118.7,50042,הוצאות חניה,802,משרד
809881,1755724,9997,,50004,20010,פנגו,הוצאות נסיעות מחלקת סיטונאות,03/04/2025,03/04/2025,03/04/2025,0,178335929,פנגו 04/25,,16.95,50042,הוצאות חניה,802,משרד
809882,1755725,9997,,50004,20010,פנגו,הוצאות נסיעות מחלקת סיטונאות,05/04/2025,05/04/2025,05/04/2025,0,178402092,פנגו 04/25,,16.95,50042,הוצאות חניה,802,משרד
809891,1755734,9997,,50004,20010,פנגו,הוצאות נסיעות מחלקת סיטונאות,07/04/2025,07/04/2025,07/04/2025,0,178465808,פנגו 04/25,,12.71,50042,הוצאות חניה,802,משרד
809890,1755733,9997,,50004,20010,פנגו,הוצאות נסיעות מחלקת סיטונאות,08/04/2025,08/04/2025,08/04/2025,0,178516408,פנגו 04/25,,16.95,50042,הוצאות חניה,802,משרד
809889,1755732,9997,,50004,20010,פנגו,הוצאות נסיעות מחלקת סיטונאות,10/04/2025,10/04/2025,10/04/2025,0,178579823,פנגו 04/25,,14.41,50042,הוצאות חניה,802,משרד
809888,1755731,9997,,50004,20010,פנגו,הוצאות נסיעות מחלקת סיטונאות,13/04/2025,13/04/2025,13/04/2025,0,178650721,פנגו 04/25,,13.56,50042,הוצאות חניה,802,משרד
809887,1755730,9997,,50004,20010,פנגו,הוצאות נסיעות מחלקת סיטונאות,16/04/2025,16/04/2025,16/04/2025,0,178740590,פנגו 04/25,,19.49,50042,הוצאות חניה,802,משרד
809886,1755729,9997,,50004,20010,פנגו,הוצאות נסיעות מחלקת סיטונאות,17/04/2025,17/04/2025,17/04/2025,0,178795405,פנגו 04/25,,4.24,50042,הוצאות חניה,802,משרד
809885,1755728,9997,,50004,20010,פנגו,הוצאות נסיעות מחלקת סיטונאות,19/04/2025,19/04/2025,19/04/2025,0,178847728,פנגו 04/25,,16.95,50042,הוצאות חניה,802,משרד
809884,1755727,9997,,50004,20010,פנגו,הוצאות נסיעות מחלקת סיטונאות,21/04/2025,21/04/2025,21/04/2025,0,178903019,פנגו 04/25,,13.56,50042,הוצאות חניה,802,משרד
809883,1755726,9997,,50004,20010,פנגו,הוצאות נסיעות מחלקת סיטונאות,22/04/2025,22/04/2025,22/04/2025,0,178942886,פנגו 04/25,,23.73,50042,הוצאות חניה,802,משרד
815295,1768897,9997,,50004,20010,פנגו,הוצאות נסיעות מחלקת סיטונאות,26/04/2025,26/04/2025,26/04/2025,0,179081139,פנגו 04/25,,16.95,50042,הוצאות חניה,802,משרד
809879,1755721,9997,,50042,20010,פנגו,הוצאות חניה,27/02/2025,27/02/2025,27/02/2025,0,177110586,פנגו 02/25,,-118.7,50041,הוצאות שיווק סיטונאות,804,שיווק סופרפארם
809899,1755760,9997,,50004,20010,פנגו,הוצאות נסיעות מחלקת סיטונאות,27/02/2025,27/02/2025,27/02/2025,0,177110586,פנגו 02/25,,118.7,50041,הוצאות שיווק סיטונאות,804,שיווק סופרפארם
809876,1755715,9997,,50042,20010,פנגו,הוצאות חניה,19/01/2025,19/01/2025,19/02/2025,0,87623,פנגו,,-411.41,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
809877,1755717,9997,,50042,20010,פנגו,הוצאות חניה,29/01/2025,29/01/2025,29/01/2025,160251383,14,פנגו-חניונים,,-69.64,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
809880,1755723,9997,,50042,20010,פנגו,הוצאות חניה,19/02/2025,19/02/2025,23/04/2025,0,0,חניה,,-677.68,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
809899,1755761,9997,,50041,20010,פנגו,הוצאות שיווק סיטונאות,27/02/2025,27/02/2025,27/02/2025,0,177110586,פנגו 02/25,,-118.7,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
815280,1768884,9997,,80100,20010,פנגו,הוצאות ליסינג רכב דרור,01/04/2025,01/04/2025,01/04/2025,0,41000637,"מוקד איתור 01 / 2025,02 / 2025,03 / 2025",,-133.56,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
809881,1755735,9997,,50042,20010,פנגו,הוצאות חניה,03/04/2025,03/04/2025,03/04/2025,0,178335929,פנגו 04/25,,-16.95,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
809882,1755736,9997,,50042,20010,פנגו,הוצאות חניה,05/04/2025,05/04/2025,05/04/2025,0,178402092,פנגו 04/25,,-16.95,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
809891,1755745,9997,,50042,20010,פנגו,הוצאות חניה,07/04/2025,07/04/2025,07/04/2025,0,178465808,פנגו 04/25,,-12.71,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
809890,1755744,9997,,50042,20010,פנגו,הוצאות חניה,08/04/2025,08/04/2025,08/04/2025,0,178516408,פנגו 04/25,,-16.95,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
809889,1755743,9997,,50042,20010,פנגו,הוצאות חניה,10/04/2025,10/04/2025,10/04/2025,0,178579823,פנגו 04/25,,-14.41,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
809888,1755742,9997,,50042,20010,פנגו,הוצאות חניה,13/04/2025,13/04/2025,13/04/2025,0,178650721,פנגו 04/25,,-13.56,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
809887,1755741,9997,,50042,20010,פנגו,הוצאות חניה,16/04/2025,16/04/2025,16/04/2025,0,178740590,פנגו 04/25,,-19.49,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
809886,1755740,9997,,50042,20010,פנגו,הוצאות חניה,17/04/2025,17/04/2025,17/04/2025,0,178795405,פנגו 04/25,,-4.24,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
809885,1755739,9997,,50042,20010,פנגו,הוצאות חניה,19/04/2025,19/04/2025,19/04/2025,0,178847728,פנגו 04/25,,-16.95,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
809884,1755738,9997,,50042,20010,פנגו,הוצאות חניה,21/04/2025,21/04/2025,21/04/2025,0,178903019,פנגו 04/25,,-13.56,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
809883,1755737,9997,,50042,20010,פנגו,הוצאות חניה,22/04/2025,22/04/2025,22/04/2025,0,178942886,פנגו 04/25,,-23.73,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
815295,1768898,9997,,50042,20010,פנגו,הוצאות חניה,26/04/2025,26/04/2025,26/04/2025,0,179081139,פנגו 04/25,,-16.95,50004,הוצאות נסיעות מחלקת סיטונאות,801,מכירות
815603,1769479,1131,,37999,20145,רעות תקני לי,ספקים לשלם +לקבל חשבונית,31/05/2025,31/05/2025,15/06/2025,40576,0,קדם רעות תקני לי,,-33733.37,37126,הוצאות הפקה,805,שיווק
815301,1768905,1105,,37999,30761,"קרני ראם- אוריקס פאונדס בע""מ",ספקים לשלם +לקבל חשבונית,31/01/2025,31/01/2025,28/05/2025,0,0,קרני 01.25,,-5000,50017,הוצאות יעוץ עסקי,802,משרד
815302,1768908,1105,,37999,30762,"קרני ראם- אוריקס פאונדס בע""מ",ספקים לשלם +לקבל חשבונית,18/02/2025,18/02/2025,28/05/2025,0,0,קרני 01.25,,5000,50017,הוצאות יעוץ עסקי,802,משרד
815303,1768909,1105,,37999,30763,"קרני ראם- אוריקס פאונדס בע""מ",ספקים לשלם +לקבל חשבונית,28/02/2025,28/02/2025,28/05/2025,0,0,קרני 02.25,,-2500,50017,הוצאות יעוץ עסקי,802,משרד
815304,1768912,1105,,37999,30764,"קרני ראם- אוריקס פאונדס בע""מ",ספקים לשלם +לקבל חשבונית,17/03/2025,17/03/2025,28/05/2025,0,0,קרני 02.25,,2500,50017,הוצאות יעוץ עסקי,802,משרד
815305,1768913,1105,,37999,30765,"קרני ראם- אוריקס פאונדס בע""מ",ספקים לשלם +לקבל חשבונית,31/03/2025,31/03/2025,28/05/2025,0,0,קרני 03.25,,-3000,50017,הוצאות יעוץ עסקי,802,משרד
815306,1768916,1105,,37999,30766,"קרני ראם- אוריקס פאונדס בע""מ",ספקים לשלם +לקבל חשבונית,15/04/2025,15/04/2025,28/05/2025,0,0,קרני 03.25,,3000,50017,הוצאות יעוץ עסקי,802,משרד
814912,1768029,1096,,37999,30767,"קרני ראם- אוריקס פאונדס בע""מ",ספקים לשלם +לקבל חשבונית,30/04/2025,30/04/2025,14/05/2025,0,555100,קרני 4.25,,-3000,50017,הוצאות יעוץ עסקי,802,משרד
814984,1768153,1097,,37999,30768,"קרני ראם- אוריקס פאונדס בע""מ",ספקים לשלם +לקבל חשבונית,18/05/2025,18/05/2025,25/05/2025,0,555095,קרני 04.2025,,-3000,50017,הוצאות יעוץ עסקי,802,משרד
815264,1768845,9997,,37999,30769,"קרני ראם- אוריקס פאונדס בע""מ",ספקים לשלם +לקבל חשבונית,18/05/2025,18/05/2025,14/05/2025,0,555100,קרני 4.25,,3000,50017,הוצאות יעוץ עסקי,802,משרד
815265,1768847,9997,,37999,30770,"קרני ראם- אוריקס פאונדס בע""מ",ספקים לשלם +לקבל חשבונית,18/05/2025,18/05/2025,25/05/2025,0,555095,קרני 04.2025 ביטול כפילות,,3000,50017,הוצאות יעוץ עסקי,802,משרד
815495,1769251,1131,,37999,30771,"קרני ראם- אוריקס פאונדס בע""מ",ספקים לשלם +לקבל חשבונית,31/05/2025,31/05/2025,15/06/2025,555108,0,קרני 05.2025,,-3000,50017,הוצאות יעוץ עסקי,802,משרד
809893,1755749,9997,,80016,20128,"שביט וזהו בע""מ",הוצאות שיווק אופליין,18/03/2025,18/03/2025,18/03/2025,0,90386,שביט וזהו חן קמפיין,,-104000,50011,הוצאות פרסום ושיווק,805,שיווק
809854,1755671,9997,,37999,20128,"שביט וזהו בע""מ",ספקים לשלם +לקבל חשבונית,18/03/2025,18/03/2025,18/03/2025,0,90386,שביט וזהו חן קמפיין,,104000,50011,הוצאות פרסום ושיווק,805,שיווק
809892,1755747,9997,,50011,20128,"שביט וזהו בע""מ",הוצאות פרסום ושיווק,16/01/2025,16/01/2025,23/04/2025,0,90386,שביט וזהו חן קמפיין,,-104000,80016,הוצאות שיווק אופליין,805,שיווק
809893,1755748,9997,,50011,20128,"שביט וזהו בע""מ",הוצאות פרסום ושיווק,18/03/2025,18/03/2025,18/03/2025,0,90386,שביט וזהו חן קמפיין,,104000,80016,הוצאות שיווק אופליין,805,שיווק
809892,1755746,9997,,80016,20128,"שביט וזהו בע""מ",הוצאות שיווק אופליין,16/01/2025,16/01/2025,23/04/2025,0,90386,שביט וזהו חן קמפיין,,104000,50011,הוצאות פרסום ושיווק,805,שיווק
809832,1755626,1082,,37999,20128,"שביט וזהו בע""מ",ספקים לשלם +לקבל חשבונית,16/01/2025,16/01/2025,23/04/2025,0,90386,שביט וזהו חן קמפיין,,-104000,50011,הוצאות פרסום ושיווק,805,שיווק
810036,1756038,1089,,37999,20044,שנטי גדרון,ספקים לשלם +לקבל חשבונית,31/03/2025,31/03/2025,28/04/2025,0,0,שנתי גדרון 03.25,,-248.32,50019,"הוצאות שת""פ",805,שיווק
810037,1756041,1089,,37999,20044,שנטי גדרון,ספקים לשלם +לקבל חשבונית,27/04/2025,27/04/2025,28/04/2025,0,400077,שנתי גדרון 03.25,,248.32,50019,"הוצאות שת""פ",805,שיווק
806485,1747461,9997,,50005,30697,"תדלק וסע בע""מ",הוצאות סלולר,05/01/2025,05/01/2025,19/02/2025,0,771,"תדלק וסע בע""מ-סולר 12.24",,-1441.39,80100,הוצאות ליסינג רכב דרור,801,מכירות
814871,1767956,1096,,37999,30697,"תדלק וסע בע""מ",ספקים לשלם +לקבל חשבונית,30/04/2025,30/04/2025,14/05/2025,0,0,סולר 04.25,,-1713.09,80100,הוצאות ליסינג רכב דרור,801,מכירות
806485,1747459,9997,,80100,30697,"תדלק וסע בע""מ",הוצאות ליסינג רכב דרור,05/01/2025,05/01/2025,19/02/2025,0,771,"תדלק וסע בע""מ-סולר 12.24",,1441.39,50005,הוצאות סלולר,802,משרד
815340,1768971,9997,,50013,20013,"תפוז שליחויות בע""מ",הוצאות משלוחים,31/01/2025,31/01/2025,31/01/2025,0,254000260,משלוחים חודש 01/2025,,36176.2,50040,הוצאות שכירות מחסן,806,לוגיסטיקה
815341,1768974,9997,,50013,20013,"תפוז שליחויות בע""מ",הוצאות משלוחים תפוז,31/01/2025,31/01/2025,31/01/2025,0,254000843,חומרי אריזה תפוז,,-1550,50016,הוצאות אריזה,806,לוגיסטיקה
815341,1768973,9997,,50016,20013,"תפוז שליחויות בע""מ",הוצאות אריזה,31/01/2025,31/01/2025,31/01/2025,0,254000843,חומרי אריזה תפוז,,1550,50013,הוצאות משלוחים תפוז,806,לוגיסטיקה
815340,1768972,9997,,50040,20013,"תפוז שליחויות בע""מ",הוצאות שכירות מחסן,31/01/2025,31/01/2025,31/01/2025,0,254000260,משלוחים חודש 01/2025,,-36176.2,50013,הוצאות משלוחים תפוז,806,לוגיסטיקה
815062,1768369,1101,,37999,20013,"תפוז שליחויות בע""מ",ספקים לשלם +לקבל חשבונית,30/04/2025,30/04/2025,25/05/2025,0,254002663,תפוז כפולה ל04.2025- משלוחים,,46291,50013,הוצאות משלוחים תפוז,806,לוגיסטיקה
820427,1781288,9997,,37999,20013,"תפוז שליחויות בע""מ",ספקים לשלם +לקבל חשבונית,30/04/2025,30/04/2025,25/05/2025,0,254002663,תפוז כפולה ל04.2025- משלוחים,,-46291,50013,הוצאות משלוחים תפוז,806,לוגיסטיקה
809897,1755756,9997,,80044,37068,"פולסים בע""מ -50012-הוצ' אימייל מרקטינג",הוצאות דיוור סמס,15/02/2025,15/02/2025,23/04/2025,0,0,פולסים 01.25,,0.11,50030,ביטול יתרה,990,עמלות בנק
815316,1768935,9997,,50019,37015,יובל רשף,"הוצאות שת""פ",23/04/2025,23/04/2025,23/04/2025,7007,0,יובל רשף 02.25,,0.04,50030,ביטול יתרה,990,עמלות בנק
